"Mes","Nom mes","Any","Regió Policial (RP)","Àrea Regional de Trànsit (ART)/ Àrea Bàsica Policial (ABP)","Autobús","Metro","Taxi","Tren"
"1","gener","2016","RP Metropolitana Sud","ABP Esplugues de Llobregat","1","2",,
"1","gener","2016","RP Metropolitana Nord","ABP Arenys de Mar","1",,,"12"
"1","gener","2016","RP Metropolitana Nord","ABP Mataró",,"1",,"9"
"1","gener","2016","RP Metropolitana Nord","ABP Premià de Mar","1",,,"5"
"1","gener","2016","RP Metropolitana Nord","ABP Granollers","3",,,"14"
"1","gener","2016","RP Metropolitana Nord","ABP Mollet del Vallès",,,,"17"
"1","gener","2016","RP Metropolitana Nord","ABP Badalona","6","25",,"3"
"1","gener","2016","RP Metropolitana Nord","ABP Cerdanyola",,,"1","22"
"1","gener","2016","RP Metropolitana Nord","ABP Rubí","1",,,"23"
"1","gener","2016","RP Metropolitana Nord","ABP Sabadell","9",,,"11"
"1","gener","2016","RP Metropolitana Nord","ABP Terrassa","9",,"1","8"
"1","gener","2016","RP Metropolitana Nord","ABP Santa Coloma de Gramenet","1","17",,
"1","gener","2016","RP Pirineu Occidental","ABP Alt Urgell","1",,,
"1","gener","2016","RP Pirineu Occidental","ABP Cerdanya",,,"1",
"1","gener","2016","RP Ponent","ABP Segrià - Garrigues - Pla d'Urgell","1",,"1","9"
"1","gener","2016","RP Ponent","ABP Segarra - Urgell","1",,,"1"
"1","gener","2016","RP Ponent","ABP Noguera","1",,,
"1","gener","2016","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà",,,,"2"
"1","gener","2016","RP Camp de Tarragona","ABP Baix Camp - Priorat","4",,,"7"
"1","gener","2016","RP Camp de Tarragona","ABP Baix Penedès","1",,,"14"
"1","gener","2016","RP Camp de Tarragona","ABP Tarragonès","6",,,"10"
"2","febrer","2016","RP Central","ABP Osona","1",,"1","6"
"2","febrer","2016","RP Central","ABP Anoia","1",,,"3"
"2","febrer","2016","RP Central","ABP Bages","2",,,"5"
"2","febrer","2016","RP Terres de l'Ebre","ABP Baix Ebre",,,,"3"
"2","febrer","2016","RP Terres de l'Ebre","ABP Montsià","1",,,
"2","febrer","2016","RP Girona","ABP Gironès - Pla de l'Estany","6",,,"9"
"2","febrer","2016","RP Girona","ABP Alt Empordà - Figueres",,,,"3"
"2","febrer","2016","RP Girona","ABP Alt Empordà - Roses","2",,"1",
"2","febrer","2016","RP Girona","ABP Ripollès","1",,,"4"
"2","febrer","2016","RP Girona","ABP Selva Litoral","2",,,"5"
"2","febrer","2016","RP Girona","ABP Selva Interior","1",,,"10"
"2","febrer","2016","RP Metropolitana Barcelona","ABP Sant Martí","39","141","1","9"
"2","febrer","2016","RP Metropolitana Barcelona","ABP Ciutat Vella","25","152","2","8"
"2","febrer","2016","RP Metropolitana Barcelona","ABP Eixample","243","595","4","53"
"2","febrer","2016","RP Metropolitana Barcelona","ABP Sants-Montjuïc","61","175","1","88"
"2","febrer","2016","RP Metropolitana Barcelona","ABP Les Corts","24","34",,
"2","febrer","2016","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","52","2","1","16"
"2","febrer","2016","RP Metropolitana Barcelona","ABP Gràcia","40","40","1","1"
"2","febrer","2016","RP Metropolitana Barcelona","ABP Horta-Guinardó","36","42",,
"2","febrer","2016","RP Metropolitana Barcelona","ABP Nou Barris","35","30","1","2"
"2","febrer","2016","RP Metropolitana Barcelona","ABP Sant Andreu","10","66",,"21"
"2","febrer","2016","RP Metropolitana Barcelona","ABP Barcelona","11","30",,"19"
"2","febrer","2016","RP Metropolitana Sud","ABP Alt Penedès",,,,"5"
"2","febrer","2016","RP Metropolitana Sud","ABP Martorell","1",,,"11"
"2","febrer","2016","RP Metropolitana Sud","ABP Gavà","2",,"1","14"
"2","febrer","2016","RP Metropolitana Sud","ABP Sant Feliu de Llobregat","1",,,"16"
"2","febrer","2016","RP Metropolitana Sud","ABP Garraf","3",,,"23"
"2","febrer","2016","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","18","98",,"29"
"2","febrer","2016","RP Metropolitana Sud","ABP el Prat de Llobregat","4","2",,"11"
"2","febrer","2016","RP Metropolitana Sud","ABP Sant Boi de Llobregat","4",,,"7"
"2","febrer","2016","RP Metropolitana Sud","ABP Cornellà de Llobregat","2","8",,"11"
"2","febrer","2016","RP Metropolitana Sud","ABP Esplugues de Llobregat","4","6",,
"2","febrer","2016","RP Metropolitana Nord","ABP Arenys de Mar",,,,"7"
"2","febrer","2016","RP Metropolitana Nord","ABP Mataró","2",,,"22"
"2","febrer","2016","RP Metropolitana Nord","ABP Premià de Mar","1",,,"6"
"2","febrer","2016","RP Metropolitana Nord","ABP Granollers","2",,,"20"
"2","febrer","2016","RP Metropolitana Nord","ABP Mollet del Vallès","2",,,"16"
"2","febrer","2016","RP Metropolitana Nord","ABP Badalona","14","37","1","7"
"2","febrer","2016","RP Metropolitana Nord","ABP Cerdanyola","2","1",,"22"
"2","febrer","2016","RP Metropolitana Nord","ABP Rubí",,,,"18"
"2","febrer","2016","RP Metropolitana Nord","ABP Sabadell","8",,,"20"
"2","febrer","2016","RP Metropolitana Nord","ABP Terrassa","5","1",,"10"
"2","febrer","2016","RP Metropolitana Nord","ABP Santa Coloma de Gramenet","3","11","1","1"
"2","febrer","2016","RP Pirineu Occidental","ABP Alt Urgell","1",,,
"2","febrer","2016","RP Pirineu Occidental","ABP Cerdanya",,,,"1"
"2","febrer","2016","RP Pirineu Occidental","ABP Pallars Jussà - Pallars Sobirà","1",,,
"2","febrer","2016","RP Ponent","ABP Segrià - Garrigues - Pla d'Urgell","2",,"3","9"
"2","febrer","2016","RP Ponent","ABP Segarra - Urgell",,,,"2"
"2","febrer","2016","RP Ponent","ABP Noguera","1",,,
"2","febrer","2016","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà",,,,"1"
"2","febrer","2016","RP Camp de Tarragona","ABP Baix Camp - Priorat","2",,"1","8"
"2","febrer","2016","RP Camp de Tarragona","ABP Baix Penedès",,,,"17"
"2","febrer","2016","RP Camp de Tarragona","ABP Tarragonès","8",,"1","16"
"3","març","2016","RP Central","ABP Osona",,,,"6"
"3","març","2016","RP Central","ABP Anoia","2",,,"4"
"3","març","2016","RP Central","ABP Bages","1",,,"6"
"3","març","2016","RP Terres de l'Ebre","ABP Baix Ebre",,,,"4"
"3","març","2016","RP Terres de l'Ebre","ABP Terra Alta - Ribera d'Ebre",,,,"3"
"3","març","2016","RP Girona","ABP Gironès - Pla de l'Estany","2",,,"4"
"3","març","2016","RP Girona","ABP Alt Empordà - Figueres","1",,,"5"
"3","març","2016","RP Girona","ABP Alt Empordà - Roses","1",,,"1"
"3","març","2016","RP Girona","ABP Ripollès",,,,"1"
"3","març","2016","RP Girona","ABP Selva Litoral","2",,,"4"
"3","març","2016","RP Girona","ABP Selva Interior","1",,,"5"
"3","març","2016","RP Metropolitana Barcelona","ABP Sant Martí","24","154","4","8"
"3","març","2016","RP Metropolitana Barcelona","ABP Ciutat Vella","26","176","6","8"
"3","març","2016","RP Metropolitana Barcelona","ABP Eixample","206","564","3","63"
"3","març","2016","RP Metropolitana Barcelona","ABP Sants-Montjuïc","51","198","4","109"
"3","març","2016","RP Metropolitana Barcelona","ABP Les Corts","40","28",,
"3","març","2016","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","42","4",,"14"
"3","març","2016","RP Metropolitana Barcelona","ABP Gràcia","50","47",,"3"
"3","març","2016","RP Metropolitana Barcelona","ABP Horta-Guinardó","36","36",,
"3","març","2016","RP Metropolitana Barcelona","ABP Nou Barris","23","28",,"1"
"3","març","2016","RP Metropolitana Barcelona","ABP Sant Andreu","16","72",,"19"
"3","març","2016","RP Metropolitana Barcelona","ABP Barcelona","14","38",,"12"
"3","març","2016","RP Metropolitana Sud","ABP Alt Penedès","1",,,"4"
"3","març","2016","RP Metropolitana Sud","ABP Martorell",,,,"4"
"3","març","2016","RP Metropolitana Sud","ABP Gavà","4",,,"16"
"3","març","2016","RP Metropolitana Sud","ABP Sant Feliu de Llobregat","1",,,"15"
"3","març","2016","RP Metropolitana Sud","ABP Garraf","2",,,"17"
"3","març","2016","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","15","94",,"24"
"3","març","2016","RP Metropolitana Sud","ABP el Prat de Llobregat","4","6",,"7"
"3","març","2016","RP Metropolitana Sud","ABP Sant Boi de Llobregat","4",,"1","1"
"3","març","2016","RP Metropolitana Sud","ABP Cornellà de Llobregat","7","11","1","17"
"3","març","2016","RP Metropolitana Sud","ABP Esplugues de Llobregat","1","9",,
"3","març","2016","RP Metropolitana Nord","ABP Arenys de Mar","1",,,"12"
"3","març","2016","RP Metropolitana Nord","ABP Mataró","4",,,"14"
"3","març","2016","RP Metropolitana Nord","ABP Premià de Mar","1",,,"7"
"3","març","2016","RP Metropolitana Nord","ABP Granollers","4",,,"10"
"3","març","2016","RP Metropolitana Nord","ABP Mollet del Vallès","1",,,"10"
"3","març","2016","RP Metropolitana Nord","ABP Badalona","15","27","1","4"
"3","març","2016","RP Metropolitana Nord","ABP Cerdanyola","4","1","1","22"
"3","març","2016","RP Metropolitana Nord","ABP Rubí",,,,"17"
"3","març","2016","RP Metropolitana Nord","ABP Sabadell","9",,,"17"
"3","març","2016","RP Metropolitana Nord","ABP Terrassa","4",,,"11"
"3","març","2016","RP Metropolitana Nord","ABP Santa Coloma de Gramenet","2","20",,
"3","març","2016","RP Pirineu Occidental","ABP Cerdanya",,,,"5"
"3","març","2016","RP Pirineu Occidental","ABP Pallars Jussà - Pallars Sobirà","1",,,
"3","març","2016","RP Ponent","ABP Segrià - Garrigues - Pla d'Urgell","6",,"1","15"
"3","març","2016","RP Ponent","ABP Segarra - Urgell",,,,"2"
"3","març","2016","RP Ponent","ABP Noguera",,,,"1"
"3","març","2016","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà",,,,"2"
"3","març","2016","RP Camp de Tarragona","ABP Baix Camp - Priorat","2",,,"11"
"3","març","2016","RP Camp de Tarragona","ABP Baix Penedès","1",,,"21"
"3","març","2016","RP Camp de Tarragona","ABP Tarragonès","7",,,"11"
"4","abril","2016","RP Central","ABP Osona","2",,,"7"
"4","abril","2016","RP Central","ABP Anoia","1",,,"6"
"4","abril","2016","RP Central","ABP Bages","1",,,"6"
"4","abril","2016","RP Terres de l'Ebre","ABP Baix Ebre","1",,,"4"
"4","abril","2016","RP Terres de l'Ebre","ABP Terra Alta - Ribera d'Ebre",,,,"1"
"4","abril","2016","RP Terres de l'Ebre","ABP Montsià",,,,"1"
"4","abril","2016","RP Girona","ABP Gironès - Pla de l'Estany","7",,,"7"
"4","abril","2016","RP Girona","ABP Alt Empordà - Figueres","1",,,"3"
"4","abril","2016","RP Girona","ABP Baix Empordà - La Bisbal","1",,,
"4","abril","2016","RP Girona","ABP Ripollès",,,,"2"
"4","abril","2016","RP Girona","ABP Selva Litoral","4",,,"3"
"4","abril","2016","RP Girona","ABP Selva Interior",,,,"8"
"4","abril","2016","RP Metropolitana Barcelona","ABP Sant Martí","31","130","2","6"
"4","abril","2016","RP Metropolitana Barcelona","ABP Ciutat Vella","57","209","4","9"
"4","abril","2016","RP Metropolitana Barcelona","ABP Eixample","241","630","9","64"
"4","abril","2016","RP Metropolitana Barcelona","ABP Sants-Montjuïc","66","166",,"98"
"4","abril","2016","RP Metropolitana Barcelona","ABP Les Corts","27","37","2",
"4","abril","2016","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","39","4","2","18"
"4","abril","2016","RP Metropolitana Barcelona","ABP Gràcia","53","49","1","4"
"4","abril","2016","RP Metropolitana Barcelona","ABP Horta-Guinardó","32","34","1",
"4","abril","2016","RP Metropolitana Barcelona","ABP Nou Barris","20","24",,"1"
"4","abril","2016","RP Metropolitana Barcelona","ABP Sant Andreu","13","69","1","8"
"4","abril","2016","RP Metropolitana Barcelona","ABP Barcelona","17","27",,"13"
"4","abril","2016","RP Metropolitana Sud","ABP Alt Penedès",,,,"2"
"4","abril","2016","RP Metropolitana Sud","ABP Martorell",,,"1","21"
"4","abril","2016","RP Metropolitana Sud","ABP Gavà","6",,,"13"
"4","abril","2016","RP Metropolitana Sud","ABP Sant Feliu de Llobregat","2",,,"16"
"4","abril","2016","RP Metropolitana Sud","ABP Garraf",,,,"12"
"4","abril","2016","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","13","85",,"25"
"4","abril","2016","RP Metropolitana Sud","ABP el Prat de Llobregat","1","4",,"4"
"4","abril","2016","RP Metropolitana Sud","ABP Sant Boi de Llobregat","3",,,"9"
"4","abril","2016","RP Metropolitana Sud","ABP Cornellà de Llobregat","5","11",,"6"
"4","abril","2016","RP Metropolitana Sud","ABP Esplugues de Llobregat","1","7",,
"4","abril","2016","RP Metropolitana Nord","ABP Arenys de Mar",,,"1","16"
"4","abril","2016","RP Metropolitana Nord","ABP Mataró","1",,,"14"
"4","abril","2016","RP Metropolitana Nord","ABP Premià de Mar",,,,"10"
"4","abril","2016","RP Metropolitana Nord","ABP Granollers","2",,,"14"
"9","setembre","2024","RP Central","ABP Osona",,"1",,"10"
"4","abril","2016","RP Metropolitana Nord","ABP Mollet del Vallès",,,,"10"
"4","abril","2016","RP Metropolitana Nord","ABP Badalona","12","32","1","11"
"4","abril","2016","RP Metropolitana Nord","ABP Cerdanyola",,,,"17"
"4","abril","2016","RP Metropolitana Nord","ABP Rubí",,"1",,"21"
"4","abril","2016","RP Metropolitana Nord","ABP Sabadell","8",,,"7"
"4","abril","2016","RP Metropolitana Nord","ABP Terrassa","5",,,"7"
"4","abril","2016","RP Metropolitana Nord","ABP Santa Coloma de Gramenet","5","18",,
"4","abril","2016","RP Pirineu Occidental","ABP Cerdanya",,,,"3"
"4","abril","2016","RP Ponent","ABP Segrià - Garrigues - Pla d'Urgell","4",,,"13"
"4","abril","2016","RP Ponent","ABP Segarra - Urgell",,,,"1"
"4","abril","2016","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà","1",,,
"4","abril","2016","RP Camp de Tarragona","ABP Baix Camp - Priorat","2",,"1","10"
"4","abril","2016","RP Camp de Tarragona","ABP Baix Penedès",,,,"20"
"4","abril","2016","RP Camp de Tarragona","ABP Tarragonès","11",,,"14"
"5","maig","2016","RP Central","ABP Osona","1",,,"4"
"5","maig","2016","RP Central","ABP Anoia","2",,,"1"
"5","maig","2016","RP Central","ABP Bages","2",,"1","6"
"5","maig","2016","RP Central","ABP Berguedà","1",,,
"5","maig","2016","RP Terres de l'Ebre","ABP Baix Ebre",,,,"2"
"5","maig","2016","RP Terres de l'Ebre","ABP Terra Alta - Ribera d'Ebre",,,,"2"
"5","maig","2016","RP Terres de l'Ebre","ABP Montsià","2",,,
"5","maig","2016","RP Girona","ABP Gironès - Pla de l'Estany","3",,"2","10"
"5","maig","2016","RP Girona","ABP Alt Empordà - Figueres","3",,,"5"
"5","maig","2016","RP Girona","ABP Baix Empordà - La Bisbal",,,"1",
"5","maig","2016","RP Girona","ABP Ripollès",,,,"1"
"5","maig","2016","RP Girona","ABP Selva Litoral","4",,,"4"
"5","maig","2016","RP Girona","ABP Selva Interior",,,,"4"
"5","maig","2016","RP Metropolitana Barcelona","ABP Sant Martí","44","150","2","7"
"5","maig","2016","RP Metropolitana Barcelona","ABP Ciutat Vella","49","214","5","11"
"5","maig","2016","RP Metropolitana Barcelona","ABP Eixample","219","607","5","62"
"5","maig","2016","RP Metropolitana Barcelona","ABP Sants-Montjuïc","51","183","5","126"
"5","maig","2016","RP Metropolitana Barcelona","ABP Les Corts","31","38",,
"5","maig","2016","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","33","3","1","12"
"5","maig","2016","RP Metropolitana Barcelona","ABP Gràcia","37","36","2","1"
"5","maig","2016","RP Metropolitana Barcelona","ABP Horta-Guinardó","30","29",,
"5","maig","2016","RP Metropolitana Barcelona","ABP Nou Barris","27","32",,"2"
"5","maig","2016","RP Metropolitana Barcelona","ABP Sant Andreu","12","77","1","19"
"5","maig","2016","RP Metropolitana Barcelona","ABP Barcelona","8","29",,"12"
"5","maig","2016","RP Metropolitana Sud","ABP Alt Penedès","2",,,"11"
"5","maig","2016","RP Metropolitana Sud","ABP Martorell",,,,"11"
"5","maig","2016","RP Metropolitana Sud","ABP Gavà","9",,,"18"
"5","maig","2016","RP Metropolitana Sud","ABP Sant Feliu de Llobregat","5",,,"6"
"5","maig","2016","RP Metropolitana Sud","ABP Garraf","2",,,"24"
"5","maig","2016","RP Metropolitana Sud","ABP l'Hospitalet de Llobregat","11","83","2","32"
"5","maig","2016","RP Metropolitana Sud","ABP el Prat de Llobregat","10","4",,"11"
"5","maig","2016","RP Metropolitana Sud","ABP Sant Boi de Llobregat","2",,,"5"
"5","maig","2016","RP Metropolitana Sud","ABP Cornellà de Llobregat","3","15",,"7"
"5","maig","2016","RP Metropolitana Sud","ABP Esplugues de Llobregat","3","6",,
"5","maig","2016","RP Metropolitana Nord","ABP Arenys de Mar",,,,"22"
"5","maig","2016","RP Metropolitana Nord","ABP Mataró","2",,,"13"
"5","maig","2016","RP Metropolitana Nord","ABP Premià de Mar","1",,,"14"
"5","maig","2016","RP Metropolitana Nord","ABP Granollers","1",,"1","17"
"5","maig","2016","RP Metropolitana Nord","ABP Mollet del Vallès","1",,,"15"
"5","maig","2016","RP Metropolitana Nord","ABP Badalona","13","22",,"10"
"5","maig","2016","RP Metropolitana Nord","ABP Cerdanyola","4","1",,"19"
"5","maig","2016","RP Metropolitana Nord","ABP Rubí","1",,,"10"
"5","maig","2016","RP Metropolitana Nord","ABP Sabadell","8",,,"15"
"5","maig","2016","RP Metropolitana Nord","ABP Terrassa","2",,,"6"
"5","maig","2016","RP Metropolitana Nord","ABP Santa Coloma de Gramenet","3","19","1",
"5","maig","2016","RP Pirineu Occidental","ABP Cerdanya",,,,"2"
"5","maig","2016","RP Pirineu Occidental","ABP Vall d'Aran - Alta Ribagorça","1",,,
"5","maig","2016","RP Ponent","ABP Segrià - Garrigues - Pla d'Urgell","3",,"1","9"
"5","maig","2016","RP Ponent","ABP Segarra - Urgell",,,,"1"
"5","maig","2016","RP Ponent","ABP Noguera",,,,"1"
"5","maig","2016","RP Camp de Tarragona","ABP Alt Camp - C. de Barberà",,,,"2"
"5","maig","2016","RP Camp de Tarragona","ABP Baix Camp - Priorat","2",,"1","6"
"5","maig","2016","RP Camp de Tarragona","ABP Baix Penedès","2",,,"18"
"5","maig","2016","RP Camp de Tarragona","ABP Tarragonès","17",,,"20"
"6","juny","2016","RP Central","ABP Osona",,,,"7"
"6","juny","2016","RP Central","ABP Anoia","2",,,"6"
"6","juny","2016","RP Central","ABP Bages","3",,,"5"
"6","juny","2016","RP Terres de l'Ebre","ABP Baix Ebre","1",,,"8"
"6","juny","2016","RP Terres de l'Ebre","ABP Terra Alta - Ribera d'Ebre","1",,,"2"
"6","juny","2016","RP Terres de l'Ebre","ABP Montsià","1",,,
"6","juny","2016","RP Girona","ABP Gironès - Pla de l'Estany","10",,,"7"
"6","juny","2016","RP Girona","ABP Alt Empordà - Figueres",,,,"7"
"6","juny","2016","RP Girona","ABP Baix Empordà - La Bisbal",,,"1",
"6","juny","2016","RP Girona","ABP Baix Empordà - Sant Feliu","1",,,
"6","juny","2016","RP Girona","ABP Ripollès",,,,"1"
"6","juny","2016","RP Girona","ABP Selva Litoral","3",,,"6"
"6","juny","2016","RP Girona","ABP Selva Interior",,,,"17"
"6","juny","2016","RP Metropolitana Barcelona","ABP Sant Martí","31","162","5","12"
"6","juny","2016","RP Metropolitana Barcelona","ABP Ciutat Vella","68","259","3",
"6","juny","2016","RP Metropolitana Barcelona","ABP Eixample","239","740","7","69"
"6","juny","2016","RP Metropolitana Barcelona","ABP Sants-Montjuïc","65","201","8","126"
"6","juny","2016","RP Metropolitana Barcelona","ABP Les Corts","20","33",,
"6","juny","2016","RP Metropolitana Barcelona","ABP Sarrià-Sant Gervasi","44","4",,"16"
"6","juny","2016","RP Metropolitana Barcelona","ABP Gràcia","46","42",,"3"
"6","juny","2016","RP Metropolitana Barcelona","ABP Horta-Guinardó","37","29","1",
"6","juny","2016","RP Metropolitana Barcelona","ABP Nou Barris","19","29",,"1"
"6","juny","2016","RP Metropolitana Barcelona","ABP Sant Andreu","10","78","1","25"
"6","juny","2016","RP Metropolitana Barcelona","ABP Barcelona","9","36","1","15"
"6","juny","2016","RP Metropolitana Sud","ABP Alt Penedès",,,,"8"
"6","juny","2016","RP Metropolitana Sud","ABP Martorell","3",,,"12"
"6","juny","2016","RP Metropolitana Sud","ABP Gavà","8","1",,"15"
"6","juny","2016","RP Metropolitana Sud","ABP Sant Feliu de Llobregat","1",,,"5"
