"Mes","Nom mes","Any","Regió Policial (RP)","Àrea Bàsica Policial (ABP)","Aeroport","Tipus de fet","Nombre"
"5","maig","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","1"
"5","maig","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"5","maig","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","2"
"5","maig","2023","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt (lleu)","1"
"4","abril","2023","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"4","abril","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","131"
"4","abril","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","64"
"4","abril","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","12"
"4","abril","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","3"
"4","abril","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","2"
"4","abril","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"4","abril","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","3"
"4","abril","2023","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"4","abril","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","131"
"4","abril","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","64"
"4","abril","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","12"
"4","abril","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","3"
"4","abril","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","2"
"4","abril","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"4","abril","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","3"
"3","març","2023","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"3","març","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","128"
"3","març","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","52"
"3","març","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","19"
"3","març","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","3"
"3","març","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","4"
"3","març","2023","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"3","març","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","131"
"3","març","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","59"
"3","març","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","20"
"3","març","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","3"
"3","març","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","4"
"3","març","2023","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"3","març","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","131"
"3","març","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","59"
"3","març","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","20"
"3","març","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","3"
"3","març","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","4"
"2","febrer","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","109"
"2","febrer","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","47"
"2","febrer","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","20"
"2","febrer","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","3"
"2","febrer","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"2","febrer","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"2","febrer","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","2"
"2","febrer","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","109"
"2","febrer","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","47"
"2","febrer","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","20"
"2","febrer","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","3"
"2","febrer","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"2","febrer","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","2"
"2","febrer","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","109"
"2","febrer","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","47"
"2","febrer","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","20"
"2","febrer","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","3"
"2","febrer","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"2","febrer","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"2","febrer","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","2"
"2","febrer","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"1","gener","2023","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt interior vehicle","1"
"1","gener","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","102"
"1","gener","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","47"
"1","gener","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","13"
"1","gener","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","2"
"1","gener","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"1","gener","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","2"
"1","gener","2023","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt interior vehicle","1"
"1","gener","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","102"
"1","gener","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","47"
"1","gener","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","13"
"1","gener","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","2"
"1","gener","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"1","gener","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","2"
"1","gener","2023","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt interior vehicle","1"
"1","gener","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","102"
"1","gener","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","47"
"1","gener","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","2"
"1","gener","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"1","gener","2023","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","2"
"1","gener","2022","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt (lleu)","1"
"12","desembre","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","1"
"12","desembre","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","2"
"12","desembre","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","2"
"12","desembre","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","1"
"12","desembre","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","10"
"12","desembre","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","68"
"12","desembre","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","140"
"12","desembre","2022","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","1"
"11","novembre","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","1"
"11","novembre","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","2"
"11","novembre","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","10"
"11","novembre","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","54"
"11","novembre","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","126"
"10","octubre","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","2"
"10","octubre","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"10","octubre","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"10","octubre","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","3"
"10","octubre","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","17"
"10","octubre","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","63"
"10","octubre","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","179"
"9","setembre","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","160"
"9","setembre","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","10"
"9","setembre","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","47"
"9","setembre","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","1"
"9","setembre","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","2"
"9","setembre","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","4"
"9","setembre","2022","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","2"
"9","setembre","2022","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"8","agost","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","71"
"8","agost","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","165"
"8","agost","2022","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","1"
"8","agost","2022","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","2"
"8","agost","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"8","agost","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","3"
"8","agost","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","21"
"7","juliol","2022","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","3"
"7","juliol","2022","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","6"
"7","juliol","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","196"
"7","juliol","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","73"
"7","juliol","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","24"
"7","juliol","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","5"
"7","juliol","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","2"
"7","juliol","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","3"
"7","juliol","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","1"
"7","juliol","2022","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt","1"
"6","juny","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","6"
"6","juny","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","1"
"6","juny","2022","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","2"
"6","juny","2022","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","2"
"6","juny","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","161"
"6","juny","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","46"
"6","juny","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","25"
"6","juny","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","6"
"6","juny","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"5","maig","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","1"
"5","maig","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","7"
"5","maig","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"5","maig","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","4"
"5","maig","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","16"
"5","maig","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","43"
"5","maig","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","115"
"5","maig","2022","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt interior vehicle","1"
"5","maig","2022","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","3"
"4","abril","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"4","abril","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","89"
"4","abril","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","34"
"4","abril","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","1"
"4","abril","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","8"
"3","març","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","84"
"3","març","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","28"
"3","març","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","2"
"3","març","2022","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"2","febrer","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","62"
"2","febrer","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","21"
"2","febrer","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","6"
"2","febrer","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"2","febrer","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","1"
"1","gener","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","76"
"1","gener","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","30"
"1","gener","2022","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","3"
"1","gener","2022","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt","1"
"5","maig","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","10"
"12","desembre","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","107"
"12","desembre","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","28"
"12","desembre","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","9"
"12","desembre","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"12","desembre","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","2"
"11","novembre","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"11","novembre","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","1"
"11","novembre","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","10"
"11","novembre","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","40"
"11","novembre","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","66"
"10","octubre","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"10","octubre","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","2"
"10","octubre","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","7"
"10","octubre","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","48"
"10","octubre","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","65"
"9","setembre","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","1"
"9","setembre","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","2"
"9","setembre","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","37"
"9","setembre","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","58"
"9","setembre","2021","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","1"
"9","setembre","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"8","agost","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","4"
"8","agost","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","37"
"8","agost","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","65"
"8","agost","2021","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt","1"
"7","juliol","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","2"
"7","juliol","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","2"
"7","juliol","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","25"
"7","juliol","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","29"
"6","juny","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","22"
"6","juny","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","19"
"5","maig","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","1"
"5","maig","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","6"
"4","abril","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"4","abril","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","1"
"4","abril","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","10"
"4","abril","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","8"
"3","març","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","3"
"3","març","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","1"
"3","març","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","3"
"3","març","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","9"
"2","febrer","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","3"
"2","febrer","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","5"
"2","febrer","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","13"
"1","gener","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"1","gener","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","2"
"1","gener","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","11"
"1","gener","2021","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","9"
"1","gener","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","190"
"12","desembre","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","6"
"12","desembre","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","1"
"12","desembre","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","12"
"11","novembre","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","6"
"11","novembre","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","7"
"11","novembre","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","2"
"10","octubre","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","1"
"10","octubre","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","14"
"10","octubre","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","14"
"9","setembre","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","4"
"9","setembre","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori o furt d'ús de vehicle","2"
"9","setembre","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","2"
"9","setembre","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb violència i/o intimidació","1"
"9","setembre","2020","RP Girona","ABP Selva Interior","Vilobí d'Onyar","Furt (lleu)","2"
"9","setembre","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","5"
"9","setembre","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","17"
"9","setembre","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","25"
"8","agost","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","21"
"8","agost","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","19"
"8","agost","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Robatori amb força interior vehicle","4"
"7","juliol","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle (lleu)","1"
"7","juliol","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt interior vehicle","7"
"7","juliol","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt (lleu)","18"
"7","juliol","2020","RP Metropolitana Sud","ABP el Prat de Llobregat","el Prat de Llobregat","Furt","30"
"7","juliol","2020","RP Camp de Tarragona","ABP Baix Camp - Priorat","Reus","Furt (lleu)","1"
